9168.992700729927,8858.919708029198,6970.63503649635,6238.19708029197,7891.036764705882,8529.08088235294,coffee
8497.313868613139,8338.176470588236,6725.705882352941,5633.382352941177,8649.338235294117,9212.992647058823,coffee
9233.496350364963,8683.321167883212,6676.213235294118,6191.992647058823,7925.286764705882,8790.992647058823,coffee
8818.248175182482,8338.065693430657,6402.85294117647,5708.97794117647,8649.20588235294,9011.213235294117,coffee
9215.240875912408,8804.905109489051,6873.686131386861,6310.39705882353,7919.257352941177,8564.02205882353,coffee
8542.642335766423,8452.189781021898,6365.430656934306,6038.110294117647,8539.39705882353,9003.610294117647,coffee
9298.518248175182,9103.0,6667.576642335766,6153.0,7964.830882352941,8465.441176470587,coffee
8706.810218978102,8381.547445255474,6173.109489051095,5921.525547445255,8623.65693430657,9198.985401459853,coffee
9467.883211678833,9320.07299270073,6682.794117647059,6097.448529411765,8061.97794117647,8417.941176470587,coffee
8629.248175182482,8334.350364963504,6439.240875912409,6081.323529411765,8584.558823529413,9115.08088235294,coffee
9104.85401459854,8887.262773722628,6809.883211678832,6186.073529411765,8159.073529411765,8805.551470588236,coffee
8899.978102189782,8334.671532846716,7043.220588235294,5828.529411764706,8599.389705882353,8954.375,coffee
9444.452554744526,9096.492647058823,6839.588235294118,5752.036764705882,7827.389705882353,8745.735294117647,coffee
8582.39416058394,8817.14598540146,6267.715328467153,6067.933823529412,8589.360294117647,9016.786764705883,coffee
9185.094890510949,8738.448529411764,7021.411764705882,5878.161764705882,7854.014705882353,8731.632352941177,coffee
8600.401459854014,8280.382352941177,6445.375,6125.801470588235,8718.183823529413,9013.551470588236,coffee
9350.737226277372,8838.642335766423,6771.566176470588,6332.323529411765,8025.580882352941,8557.316176470587,coffee
8507.941605839416,8611.379562043796,6595.029197080292,5796.617647058823,8607.345588235294,9026.838235294117,coffee
9177.78102189781,8739.445255474453,6799.861313868613,6395.205882352941,7696.926470588235,8552.5,coffee
8760.715328467153,8355.197080291971,6472.313868613139,5946.430656934306,8624.764705882353,9117.639705882353,coffee
9152.591240875912,8715.087591240876,6631.85294117647,6131.117647058823,8107.779411764706,8560.676470588236,coffee
8624.262773722628,8288.722627737227,6454.649635036496,5961.087591240876,9114.47794117647,9163.33088235294,coffee
9106.7299270073,8746.284671532847,6791.85401459854,5878.503649635037,7736.088235294118,8515.625,coffee
8607.065693430657,8708.97794117647,6522.080882352941,5826.970588235294,8682.22794117647,9159.117647058823,coffee
9094.627737226278,8987.255474452555,6764.801470588235,6453.823529411765,7788.205882352941,8532.823529411764,coffee
8592.583941605839,8362.751824817518,6861.21897810219,5700.330882352941,8843.073529411764,9344.904411764706,coffee
9133.211678832116,8895.846715328467,7115.808823529412,6085.779411764706,7944.117647058823,8369.970588235294,coffee
8672.043795620439,8287.38686131387,6625.676470588235,5959.992647058823,8544.95588235294,9245.389705882353,coffee
9279.474452554745,8872.83211678832,6742.89705882353,6000.220588235294,7796.580882352941,8407.72794117647,coffee
8563.992700729927,8358.890510948906,6677.503649635037,5830.955882352941,8699.20588235294,8948.948529411764,coffee
9167.102189781022,8700.70802919708,6729.467153284671,6510.220588235294,7770.257352941177,8383.867647058823,coffee
8798.401459854014,8301.036496350365,6301.270072992701,5816.248175182482,8640.79411764706,9382.77205882353,coffee
9112.416058394161,8754.160583941606,6822.861313868613,5805.419117647059,7756.610294117647,8522.551470588236,coffee
8511.751824817518,8294.795620437957,6375.316176470588,6148.77205882353,8568.0,9142.698529411764,coffee
9196.70802919708,8658.496350364963,6716.051094890511,5983.2773722627735,7909.985401459854,8513.389705882353,coffee
8657.912408759124,8379.735294117647,6600.176470588235,5882.073529411765,8633.095588235294,9286.72794117647,coffee
9454.080291970802,8974.529411764706,7090.014705882353,6012.786764705882,7876.691176470588,8485.52205882353,coffee
